dataA,dataB
69165,42349
76954,46735
9980,39879
37088,44851
17050,43885
38699,48340
54167,40729
27299,47368
42559,41648
54936,45178
56930,45849
53260,47057
67878,40761
36722,45307
44308,39933
50745,47926
10833,48936
21567,40634
1501,44055
23843,48285
40065,44674
44293,42240
61329,45864
74338,46496
55325,43911
70353,46130
49126,47094
59627,41613
69891,42993
77732,48005
69790,48162
2312,42631
48116,42026
1868,48979
2020,48420
79245,46845
9957,48249
60056,40080
73448,41496
23868,47177
42933,42539
72927,48269
58686,41509
54337,44220
9591,44494
58889,48712
57451,43064
1750,44349
59426,40263
15885,44387
43284,43541
75714,45842
1384,43882
61204,46659
32978,43236
58223,48689
61226,43685
20320,47575
79678,47546
63658,43923
55847,42825
45048,46602
16166,47445
57701,45737
24441,42816
35038,43103
73661,39824
9988,41954
43388,44068
32634,42197
79078,40007
56895,43835
45329,47692
53036,42388
53197,45276
77947,39408
15531,41969
50612,49204
7630,40965
54666,43086
32201,44440
3168,45353
25175,46126
2115,45521
10753,49213
56861,40210
70227,45054
58192,43741
36717,44981
53201,43443
38478,44859
35052,48643
58146,47232
35575,39484
43894,41560
74775,40877
53678,43412
11190,42207
991,40004
12323,44653
64965,41573
2660,40825
24481,39297
22822,40076
52358,40375
42243,45382
22113,40285
24185,39495
20908,41736
8797,42045
57933,39732
79651,43328
49742,44547
3915,43004
23529,39640
10267,44550
56284,44000
30903,41828
62214,45418
79890,46114
39848,46055
33068,47411
1774,45530
71774,44058
72848,47661
23625,47859
9052,42050
7639,41837
75041,47182
74247,42813
20490,47248
28093,39502
44766,40740
28988,43647
44468,46677
25018,41856
62730,39766
21782,47697
26014,48438
29855,48589
5025,46827
53787,45254
12893,48998
11725,42103
17605,48980
79082,49356
77708,43723
4256,40049
58236,41902
42537,46209
9238,46871
52540,45013
33759,44319
36602,43099
6224,46113
30072,42670
10037,47991
21223,48844
77046,45184
13414,42192
57924,42324
63602,39455
50098,42370
20478,43737
58472,43766
10113,39703
74984,42603
52148,40540
79641,44408
15724,48046
7999,39780
60111,41886
37808,43944
12475,39422
7503,40985
40643,39918
16855,45770
38207,45346
44716,40612
29982,44671
73509,42200
20914,44469
21694,40313
51437,43501
16571,48194
41276,47051
63783,46794
63680,43160
43394,42870
49684,48951
34651,45977
10793,42170
15728,49029
63669,45313
62462,42872
70364,43397
75868,41971
66201,42427
40201,44536
41926,46978
64023,41067
28941,41261
14415,45807
10168,41954
25461,47625
23200,43735
21398,42465
13906,43987
1187,46023
27872,40008
723,49234
8215,45155
60351,45055
41934,46474
55952,49228
21616,40173
50723,40448
38832,46588
10207,40258
78104,43888
41704,46110
11737,43148
11000,46619
64671,45692
47168,49013
56169,40039
15557,45985
48600,47879
25025,43007
63513,41063
28218,41750
62382,40967
74888,49218
7230,48098
26847,39812
13611,47381
75672,48722
45602,49163
1553,41901
45250,45278
57426,39706
21747,48025
13235,40967
73018,41646
77892,45025
22037,40716
77530,48689
42406,45990
73266,44172
14831,49456
72608,46738
13557,40787
40207,43106
55592,40209
20660,43330
36471,42622
59674,40751
17142,39818
28134,47351
9915,40608
20752,47727
54818,39595
64246,48421
62598,47443
6975,44539
75218,48724
55927,45306
33573,43741
20640,48369
12147,44038
7233,49494
55421,48546
46166,48880
12360,40925
32469,47007
56575,44365
11818,48455
57049,46156
16329,47167
25692,43084
41285,46073
47291,40714
34501,40683
23182,39635
56093,41386
64474,44467
16792,49057
40701,48936
76925,41084
17423,43208
7689,39989
69490,49255
29386,43240
34429,48842
13544,43474
8698,48204
75373,47991
77200,49204
49536,42367
40178,43130
41321,40010
38743,42277
6886,42089
68919,49301
30875,39963
17953,45855
64100,40425
58628,45175
28168,42417
8849,44349
76944,48664
64021,45247
53198,41824
48515,46096
41663,45277
25601,43595
10200,40949
5283,41069
4845,42905
64266,42410
39383,44648
73701,49613
22794,48379
42602,44602
35509,48815
48432,42214
14374,43166
37768,43515
42301,48123
6889,42238
39093,46995
25420,48484
13604,44868
25258,45790
53195,44490
41207,41532
55995,41993
27961,41615
72271,43402
65042,41101
77597,42649
60258,48746
24295,46671
66855,44790
77616,45160
22865,48612
32410,48691
39304,46414
31841,46337
14903,48250
71783,45471
71591,47631
57787,48156
63522,44140
44678,42524
59408,47262
51776,46644
11291,45975
68806,47409
72131,45046
44563,48486
39002,41031
17393,40158
2383,39979
15076,47088
50286,41264
50744,48126
47426,45693
65777,43137
12060,41787
49741,47051
76332,46041
77067,40788
39480,43976
36464,41081
8253,46197
12745,42837
64560,46374
13680,49207
2330,49418
55092,44865
8387,44917
22968,47285
34125,43257
20899,49292
68752,46387
5019,47096
40772,42515
22292,42584
34317,41077
40895,47776
34706,47641
64439,42323
2136,44498
13955,44179
7027,49617
46298,45968
63325,48862
74516,45515
76437,49308
73698,47202
20584,49121
72477,41907
2399,48194
12979,43299
16948,49540
22132,40934
78576,42677
10073,46101
68201,46680
35989,48628
79914,47497
78103,41777
58328,42441
58509,47281
11524,47596
16614,49003
1815,44547
74686,46627
3845,48102
11945,42138
65415,40915
27336,45901
26398,44624
15068,45576
14812,46593
33397,40752
28886,41701
69265,45610
60703,46421
45228,47516
29654,49316
30130,42042
35602,45919
73889,44006
20830,41836
18873,45602
49189,45082
7553,44652
28453,48199
17744,48257
79552,43422
24581,45832
70471,46520
28046,45996
38620,49593
23063,44239
48165,41473
76397,44263
42653,47339
69431,49695
57571,46520
55655,48370
64085,42061
35588,47608
73914,44061
30888,48768
68371,48468
68941,42216
27678,40831
15311,41337
17030,46183
50117,40243
33871,43475
33299,42196
52189,40697
47215,45405
64764,47889
64130,42224
71314,46505
73053,42529
71308,40559
30282,40012
55510,48443
49965,47157
17093,42429
12337,48106
16376,47817
17890,43972
56356,48790
27135,45224
24313,43732
59799,41724
24618,43657
55970,45850
49950,45739
6130,47766
70040,41018
15878,44250
6243,46377
2040,48239
53806,45623
69139,42592
26978,44865
43456,45482
74457,44818
59503,45586
23480,40911
12469,49082
62237,47824
15912,47428
42290,41624
26666,48396
8770,43794
72512,46421
73422,41913
44328,42586
42038,40887
56901,49732
55923,46551
64410,46018
1014,44944
36397,46620
7696,47730
10244,44939
13138,48807
41263,49805
690,49039
19361,46159
47369,44031
54647,45391
39602,44370
53682,45979
21800,47956
54518,45560
55593,41431
14418,49096
2059,47466
66333,48660
73701,48142
46487,45256
33077,42403
2864,49730
79700,49967
20735,42511
65115,46109
74956,48184
54374,45042
46837,46943
64154,47865
77075,41537
74707,42899
189,49103
78665,44454
43026,46924
3032,43977
31644,43194
11253,43007
14669,49295
41877,45626
15369,46955
7984,44605
77456,49912
10306,49201
205,48826
21319,41736
24171,46893
53225,47829
61958,49109
26886,45459
31996,42237
37386,40632
67758,44132
43688,41876
66097,40505
45443,46540
62009,44240
53030,44942
56625,41481
33631,47421
4689,42690
39944,49254
5779,46556
49786,48024
58838,49933
30469,49703
26999,48222
6245,42995
49734,42585
79902,47393
35256,48493
8791,45757
46128,41862
40903,44622
61303,44819
9177,46899
50106,42570
56617,41571
71778,44590
32577,41539
15869,43242
73188,43031
68168,42020
3382,47214
43463,44749
73258,48713
13804,43591
69215,45169
67662,43484
78970,41250
32,42416
26880,42351
24416,46681
23714,45149
51027,50200
69169,46435
64844,44671
13586,48238
74874,45593
49631,47057
25192,41784
59305,50241
67766,48966
52566,43443
60845,41008
75933,43576
28210,50141
46129,43386
46938,41305
61890,40882
71532,44705
53859,44324
69154,43688
1689,42848
14672,47661
26610,44556
7734,47683
11546,47371
39642,49498
39267,47289
19918,44742
19969,48023
46542,45751
27323,41180
12937,42926
4231,42050
7065,47359
75094,43692
74235,46386
14018,42702
79884,46848
57812,47910
78067,42677
72832,45547
163,47441
14056,43419
73667,48855
75006,43658
74009,42872
44772,46227
290,40604
55412,43639
60313,46619
45173,44007
37177,46198
24069,43984
60844,44616
12516,49931
60761,41055
9724,50161
38823,43264
37027,45486
16681,44220
52947,45046
26184,42692
53462,46821
6446,46770
60542,49724
67948,50184
42604,42822
77994,48441
43206,43046
59026,46748
77491,40781
19799,48256
41785,43852
37196,50220
70704,43129
11393,43521
57542,42740
76844,49004
70881,43772
18726,46023
42533,45260
18325,43771
23243,48216
36628,45237
68564,48023
64256,44134
42359,42277
64979,44165
50998,43377
51748,43739
29785,48010
9510,48046
52244,46054
28424,44457
35510,44442
59818,45407
66042,40613
53685,43237
15849,43469
53620,43279
71338,45952
41581,50216
14593,47503
71360,49417
57431,46392
75828,50235
15961,42541
44409,45091
15122,48843
38402,42271
15,47065
974,50053
55348,45631
43619,41221
50680,44876
51738,43244
16165,41288
78458,46733
51978,43342
30446,44242
72093,50050
14144,40924
15322,41862
50523,42029
28087,41304
74727,42223
74783,47011
11729,47841
10959,41382
33266,46391
23913,47031
6509,46890
60649,42510
13986,44082
32767,42206
32469,44806
55751,43864
42389,44292
64844,49433
17576,48593
63299,42444
12929,42379
77525,44525
52536,47604
54500,43123
61460,45275
69230,46719
73536,50283
6633,47880
66280,49574
40568,44039
41314,47441
66307,50010
21368,41760
13813,48980
3070,40817
72676,43488
18101,41835
68298,44501
76719,40707
60318,44061
23131,41015
68137,47076
16343,46051
38683,44573
24988,48771
52195,46694
24359,44272
49133,48882
52239,45593
48466,48682
55177,40795
5890,43791
75117,42671
37960,47858
25158,42725
51425,47404
49353,44031
7029,42461
18267,44736
33726,49411
25526,45953
27903,47983
50795,48872
31210,43514
43803,42765
46312,45493
32881,46451
18645,50395
64543,49437
54750,42943
16074,43891
58343,46236
25694,49454
9195,45730
38037,50250
33777,47648
55142,41847
3990,50293
66378,42313
34766,43219
7634,48403
73908,42522
69647,46425
59167,46836
3992,46137
5337,48548
69956,49990
23428,45919
34327,46762
6372,44126
5651,44727
28946,42109
65761,47853
24374,49344
47066,45015
12871,46358
22758,44223
40995,47194
26433,46128
30111,49386
21998,49513
1367,49393
13438,45002
47328,44697
79453,40848
13605,40966
52564,48058
54408,42050
49601,50612
61431,49717
46216,40963
55126,44707
66533,47920
12005,46710
67483,40862
26396,43380
39258,40943
41918,50190
53498,48629
5373,47024
5481,49981
70282,42673
40355,44800
54552,43504
50298,41329
37754,45476
52386,49164
49101,41207
20947,48323
18381,40950
7452,49897
46320,47139
65581,49638
32534,50540
59636,47475
79617,46127
49020,50794
59975,44818
23523,47461
24874,47045
68118,43813
66771,44054
33490,47373
9334,40999
45247,46380
51905,43852
33939,49988
65312,46574
13098,49644
26675,47865
70345,49195
49525,48861
64594,49769
39882,49584
69282,47949
67022,46683
44106,44283
79186,42691
29462,47115
33564,41832
47466,42858
67309,42580
8237,44537
23387,48064
16145,42333
75700,41221
74790,43396
1289,48683
8178,45241
60237,46410
8032,41275
11038,44597
26790,49657
9532,47839
18303,41141
48709,45224
57359,47231
64586,50312
18496,47331
65287,46043
28772,43697
7039,45692
57222,50419
31279,48981
40299,44432
16347,47524
52441,44820
36969,44223
33235,49368
49978,47436
58096,45207
716,41379
72742,49167
28084,48887
29301,48595
37038,47004
32892,45612
46014,47479
8071,41177
78509,46340
18831,43028
36670,41586
35741,46428
75712,41814
32642,44907
12527,46690
14237,42508
62769,41251
11844,42471
43821,48953
39553,46404
36083,41626
13218,50116
62345,42294
76409,49725
46959,50005
16219,48924
65352,50003
66475,43337
68960,43755
34548,46545
12806,47638
70342,50576
6197,41155
27945,41971
71627,44601
9599,47234
46118,46655
69961,41158
60686,47493
24941,48430
78395,43256
44536,44495
7138,43916
12621,50478
28844,44809
6855,46015
41723,42042
71316,41470
52811,43894
1656,46405
8436,43281
40795,44570
17932,45554
66698,44607
43451,49678
8824,44587
20964,42558
25488,48705
7784,46944
6345,41685
35690,44270
77028,49952
61376,41276
52006,50789
18934,50939
39559,44894
76388,47047
37263,42964
10680,45060
32855,49893
32590,50391
47327,43666
72351,49731
15200,43300
68890,49488
58732,43530
42444,48305
68589,50519
27773,50335
42117,47530
66349,42256
55346,42597
30495,51081
48153,46786
73953,46173
2232,49731
62188,50343
12224,44055
31720,47408
20047,42610
5938,51058
32819,46990
13054,41522
66206,41291
68822,46734
35230,47760
2470,41477
1213,49069
2191,46014
36487,41832
38321,44245
61075,45335
1405,44430
15464,42907
56627,43917
30751,49190
31941,41708
76122,47492
31875,44980
10465,50960
71233,43935
67110,46146
70635,42459
41838,50265
59601,41825
11033,43877
54178,48886
30649,47408
28917,43167
44978,41520
50957,48892
58319,43094
44894,43730
30731,45631
25764,43246
60784,45675
27383,42251
64853,49938
60104,43603
61448,43473
7892,50616
38435,46692
36086,47650
51897,50232
5980,48433
50190,46749
18698,48250
76498,45320
65021,43063
27891,42051
29345,45098
33276,42165
66398,47007
66144,42719
44428,41238
21161,47637
2873,41756
3460,45282
41438,50203
52183,43723
52338,45604
50365,47898
21466,45620
70069,44485
60900,48677
53331,44013
11482,48954
73511,46073
1960,42737
69471,41342
59794,48332
39127,48490
4977,43171
26355,44763
45856,47498
43039,46732
61077,46639
65582,44523
24212,50824
7703,48474
50544,41699
12473,44692
62546,45765
54794,47475
36584,42534
22466,45769
35247,50231
30194,43050
57352,49809
73012,49191
73847,45534
48388,50526
30470,42200
20901,46270
720,43774
34131,49637
9521,45384
14310,41476
60603,44462
17315,43223
32255,47918
55736,41537
76139,50454
55733,49833
19579,41395
41807,46692
36118,45299
952,46769
35042,46306
65621,44860
24043,50330
28568,46733
8592,44634
75266,44821
49764,42931
78474,42240
20740,45658
35611,48227
57951,44005
69896,44182
56070,46132
34720,44600
50454,43416
29709,47038
4079,45918
52952,42239
55928,45369
48089,49990
36443,42400
9159,44867
6804,41897
44373,49002
72666,45087
40262,51032
7401,43863
4026,45160
43389,46409
75562,47848
49791,46963
41014,47738
38789,47730
62050,45961
45365,43143
77891,51033
7453,49455
4944,51092
25853,41938
7273,43773
61477,47980
37337,50951
48621,42962
14350,49120
55061,44204
33114,51382
77212,51157
15293,48769
55994,42265
59575,41522
76647,43751
21242,49654
27387,45024
65453,44283
77617,43643
44774,48747
78161,43952
63391,46142
68193,48887
77884,45332
12960,48961
70504,44467
60711,41685
48462,45308
38082,49046
65029,49789
29764,44946
32040,43451
27403,49480
64993,41829
28306,42168
31918,42399
40384,51375
50457,43727
77301,50113
5045,50520
48142,50055
23254,49866
38910,44230
27582,47256
26687,49968
57966,46560
43277,45485
43964,49919
76985,49417
29019,44056
19650,47236
64459,48294
42003,48769
6922,51045
18500,48546
14475,46297
38966,44087
57598,48801
45635,50167
78605,41686
56849,43496
7704,50019
40523,50047
4122,51528
61305,46752
35465,50762
4082,48827
14512,46664
76212,49378
27535,47476
26353,42070
7687,47959
62402,42217
54865,44821
60072,43735
75339,47053
4009,49897
15578,44087
25965,45488
50275,47830
75385,46657
49379,47588
21513,50981
33539,50282
23572,47136
15870,48022
5371,51420
46117,49704
26936,41656
59811,46420
49867,46222
36502,43629
17157,44912
42504,44740
74952,49981
68396,46488
42014,50323
71818,47276
27893,41619
5723,48166
22451,43216
79976,42150
61371,50938
26647,50241
18284,41779
24420,43126
50248,45749
56018,50131
36900,42013
78345,46034
42709,42755
22005,47107
13305,42055
47853,42171
56863,42174
13826,47623
78975,44975
49020,42023
35827,45759
41443,45061
69992,46871
79094,46758
72108,47112
74550,46557
912,49914
13539,41860
67145,51455
57533,44997
50829,47546
50128,47835
63632,51567
23273,45513
69965,44737
77490,50903
52493,44151
9008,44913
36234,48773
9755,44643
66431,49786
10691,45526
27887,49062
16232,50924
56430,51014
27790,49499
55852,47822
56714,47914
44671,41850
10420,47526
30676,48311
23130,42331
44191,50949
77208,49893
77234,47445
69471,42770
1596,44806
402,42064
35798,42982
42856,50966
30811,45410
26672,45226
54630,47145
52115,51673
64857,49083
35145,46578
26736,50918
63824,47924
44457,49826
1673,44381
57236,47259
46049,44302
71870,48241
78144,44655
44280,49905
38176,43938
38725,48832
840,46052
30299,50172
68015,49000
54400,48245
27332,43147
43003,45994
79033,47512
57334,51361
51721,51753
72329,44941
62446,50826
34333,48476
71980,42578
33154,46442
12962,42184
77090,46101
49703,48238
33850,42153
26676,49830
25408,43106
52288,47711
71572,42392
79778,47567
59819,46724
66107,47926
63891,50140
79525,43239
42835,47206
25622,48319
43096,51799
28426,44306
54297,48995
46310,46592
78112,47925
18133,45506
70870,48003
43581,42179
37758,47617
12177,43962
35673,48538
48526,50812
23240,49389
39122,45252
39436,51626
24811,44067
76406,42022
18679,42312
7514,50534
66524,48753
7546,50365
24101,48213
60043,51044
5296,50985
2242,44010
73480,45990
75090,43482
75471,48722
38911,43796
34888,48901
22561,45253
42866,43803
72017,51411
3046,48796
19737,48589
28672,43880
1095,42488
8838,51129
29780,50600
75372,48292
45223,43277
33313,47312
50751,43625
60488,47183
56120,47080
39569,43415
34700,49415
28290,43620
49199,50242
22415,44456
32573,50528
67723,45112
76921,47174
5663,49718
35433,44245
19611,45682
40026,50204
70263,45867
68280,42537
68914,42135
8391,49253
65198,42271
65990,44067
33149,48792
35550,49195
15636,47132
22935,47147
36933,46155
74728,46381
64964,45862
8592,42564
50031,44126
6885,47641
54636,50654
16444,49419
969,49193
38232,48539
30189,43304
19598,50920
6262,46886
75556,42211
46386,45896
54726,50099
18110,47485
57832,50063
23157,48785
57435,51253
53200,48352
21204,49090
74781,48227
52679,48569
38513,46427
11260,48583
30472,47075
56699,49652
63589,42206
4847,42274
29198,44864
43668,46425
46281,43071
65515,45141
64838,43403
19632,51609
22857,47195
68142,42119
37429,45441
39361,44440
73778,48706
19061,43136
40701,49746
31070,43624
13324,43379
78943,50026
79598,48103
29007,45243
68491,48114
79575,44912
11078,50872
2413,44489
15046,52023
29362,43473
13326,47429
63643,42815
58750,50063
21547,42505
6814,50467
28584,50269
20516,49130
68044,49681
29394,51046
9366,46552
57166,42820
60282,42443
59035,46151
65670,48007
15124,42549
73200,49576
23025,46778
71721,49232
11285,50698
58914,50859
2767,47188
76970,48401
41694,48854
11130,43264
4775,47969
41080,44943
3242,46146
38303,46813
9039,43753
65279,42489
15423,48247
18854,49145
13838,43267
17873,42628
8086,45964
15776,48045
34389,47207
15387,49402
56966,45681
25928,46209
2413,43913
23207,42810
69646,42957
3487,44366
15195,45115
46716,43453
26231,51890
31798,49837
24084,46977
47227,46873
10713,48628
55523,48446
36713,49552
45428,51759
26222,49636
3197,45446
56925,44628
64684,50051
2338,46525
32309,42646
46269,46804
8394,49031
69948,46047
16390,44327
39773,45914
75204,46263
76762,50270
13696,47368
76231,43562
50315,43852
2083,51474
46361,45367
14749,50900
51408,48666
32182,47620
38069,43905
71841,50008
35588,43749
16994,51625
34215,51219
75164,44849
42646,44479
55516,47536
51722,48624
58893,44109
8282,51389
73288,48285
60249,42948
50591,45650
50718,49017
40405,43446
42042,50306
11578,45900
61021,43697
76318,42480
61447,46013
790,47808
31948,50596
12373,51227
53088,49211
58574,48636
37732,46885
39747,48762
28345,47368
6009,43381
37338,50562
21980,49095
4848,47564
49655,52128
71045,44889
25749,46594
5629,51138
71078,43530
38672,48294
56332,43925
33023,45448
41204,43839
14189,50014
67725,46199
39551,47296
51653,46835
70060,43802
8762,45399
24232,46880
76059,45291
50529,52025
67597,50683
1087,50884
76172,50405
78084,46043
52629,44229
25445,43175
71819,50708
77337,50774
36966,44674
23753,48220
13210,49105
1381,47888
20033,43551
62653,45352
35807,50544
75954,44261
76408,50605
76088,48187
67442,46666
3074,52286
71621,51389
2478,48258
3752,50045
36460,51686
18494,43296
43723,44622
63623,49579
56322,42787
33518,45590
48185,42605
25226,42543
75954,44003
33810,47571
77602,47028
20721,44126
35255,49525
36271,44277
52242,42555
19064,44375
22056,46673
53744,48493
75415,51191
72452,52272
62019,46102
24026,50600
8447,46872
73235,48067
43519,48904
67401,42757
5098,48791
3260,48892
38368,48200
7140,44741
9144,42980
36331,43927
23900,52073
7527,51635
10778,51186
67209,42537
16287,44903
52731,47822
13568,42754
76228,42931
34022,43066
31430,43810
4435,44730
26776,46613
18341,45755
25733,51303
49398,48643
65180,46432
56273,43798
33738,47485
24384,42707
20820,47553
16747,52083
75929,47222
26515,49615
16304,48631
52650,43975
54206,46040
70673,51505
66426,46154
12970,44758
51437,52112
1660,47706
9201,44454
36945,47719
3261,46514
5867,44612
34326,50241
13303,51951
73665,51334
46274,47142
27985,48985
50085,49106
35930,49478
37291,43200
64087,42460
24932,48378
51842,49442
71158,46489
60341,49773
46369,50870
63605,43136
72436,51266
6724,50541
68381,47946
68557,48464
42189,43108
53539,45857
12265,48440
31547,52192
76897,49596
31091,50778
46868,48235
2101,51227
68971,42809
26631,43528
46203,45309
28859,51336
32992,47683
59942,51177
75842,46585
38887,52385
71580,47716
19862,43243
12966,49413
31561,48465
79476,49602
39660,51691
33231,51804
59854,49990
21740,45358
26247,50216
49814,50669
78108,50519
19067,44652
71052,52510
46888,46527
23261,45301
50556,45902
55073,48851
56635,51378
54149,49373
1982,47152
41539,47130
20849,48116
2821,43824
55220,48172
61093,47290
33781,42672
65994,49717
69981,52324
11813,43111
78511,49604
39041,47542
43358,43856
17386,42869
40896,49858
62549,47310
37729,48405
59204,45508
27615,44790
6325,47607
53969,49568
38822,42951
12808,45613
69338,51711
14517,49298
41449,49623
61395,50848
63770,49040
18469,52313
16887,49700
65972,45884
46150,46936
3409,44302
22527,47821
73102,44577
60694,46288
57209,48924
33211,51063
8758,43467
75967,48708
64810,51630
76528,46882
44663,50060
22464,49297
34359,47202
382,43726
78430,44060
76751,49408
21537,46677
73743,42649
4708,44461
60270,43689
57336,49392
30852,47512
10450,49182
25124,46120
7223,50920
62957,47456
49001,52580
15756,50648
15427,44568
52135,45877
13623,51347
42449,46280
4093,47459
23262,43333
63615,46327
12926,43792
47182,51800
15303,43549
4215,46258
30451,47188
26610,47829
71477,50061
22890,43876
50810,48768
3899,51167
29513,51667
68131,51905
2939,51578
36965,51699
75626,43749
12956,52641
51536,48461
55277,44983
37768,45547
64714,51949
36039,43269
66388,50368
76484,51892
53119,47629
57814,48642
16805,51475
35517,52682
10437,48624
13691,52637
14151,43360
75721,52294
12075,50119
27184,48851
604,43184
55487,43712
63833,43373
77811,44692
10045,47452
30052,50924
10873,47135
76842,45940
34445,49913
68529,46364
20945,44834
4565,48921
62236,47424
56568,51140
68544,51043
3316,49710
47744,43987
18834,50294
8781,46629
42938,47999
2898,45828
45169,47901
29122,43934
6715,50947
24321,47869
31316,49841
33450,47220
4652,44864
47340,49417
32262,44617
22033,47341
19055,46227
20767,51954
13782,44339
48266,44540
28827,46674
8596,52528
1333,48942
19639,49879
25953,46060
25185,52569
65210,48330
13757,48594
20486,43599
31805,46719
15488,46884
21941,50561
50242,44309
10038,50778
74703,50785
68264,49552
15746,50201
65019,52277
41709,50720
62666,44731
369,43725
13669,47791
45036,49177
11388,52166
10176,44427
73725,47363
39457,46724
36604,44221
51987,42880
22795,44623
12054,45966
25284,46760
39137,44357
13402,52113
57617,50192
20696,43964
6432,51875
33910,45711
50558,46100
70178,52662
44437,45970
78948,46523
5559,46760
26424,47461
77246,50832
70431,51072
27709,44186
59883,44557
2198,46868
6712,52071
62058,46450
54577,47754
30137,47016
67298,49133
70796,47074
26254,44948
63501,43646
50085,47299
51052,52667
25545,43672
7840,49067
65450,45780
50279,43930
2951,46920
5820,51389
51655,51261
58031,48023
20442,46751
42738,50459
62117,47612
60588,52900
69937,49915
944,51260
8536,43132
36128,50848
38586,49210
54897,51318
49426,52154
73054,50886
58669,51655
48592,47690
29201,50801
66254,46526
33193,48176
66845,47053
69304,47069
6373,46589
70631,44161
44428,51479
42883,46363
64596,51294
50585,44000
53208,49243
13253,52322
16476,48022
41202,44080
72483,47029
52186,49493
27097,47927
43002,50936
40345,44189
45607,47910
68953,47932
70333,52528
7101,48121
59532,45861
24835,45172
37893,52872
17204,51437
65853,49484
67863,51611
68800,46209
77494,47360
31941,51548
66254,47791
57584,51462
18120,45669
42756,51430
68013,49024
33219,50538
7875,44828
49883,47351
44203,51571
66233,47456
32958,46701
16981,46616
54199,44910
74080,50755
31540,43128
1598,49854
13271,48704
36597,50679
24183,44775
16142,50000
48829,50220
66157,49906
30718,49218
35287,48752
44121,46134
44575,44009
57714,45234
17909,44733
60927,47205
24141,49577
56271,43261
13794,48324
35758,44364
8653,45897
6136,46718
18943,50352
9600,49749
50854,44861
24037,44664
8895,48279
63770,45627
28243,48324
42161,51854
17466,47495
2083,52384
51237,48288
27165,44300
22076,44390
67268,45918
23320,52383
72147,47697
40896,49445
36966,45584
35754,43852
39255,51481
27945,48651
62617,44793
21079,43638
24144,50301
60468,45266
58177,46480
31524,46827
18651,46854
40866,47757
9468,45988
24875,46836
54600,51373
24533,52648
65852,48608
73584,52943
549,44184
33719,47495
2894,44527
63427,49299
62575,48244
11158,50167
28142,44485
68803,45798
58897,51455
47716,43653
52061,45066
75918,52383
27129,46322
66462,43875
76907,49458
62048,44678
50675,49398
27811,51120
47264,51534
12588,52917
42454,49602
56112,44873
33454,52955
12218,43315
29238,49483
63235,45792
2388,47000
37458,47706
64216,51641
47168,48807
43930,43843
56270,52665
38848,49486
33903,51558
79780,48797
709,44564
74923,48551
36941,46459
17959,43531
35911,53175
75763,46927
5986,45414
35670,52372
61779,46414
69187,52453
25535,48641
53476,47899
44581,48657
53384,52923
42762,52588
53940,44727
50964,45675
67634,44258
79819,50831
54210,52140
61148,46892
74171,43418
33791,45928
19443,47732
63047,51840
55766,47868
74807,48354
9192,47637
50264,50487
38287,46694
44564,53215
72201,51827
54414,48366
21458,46440
28242,52127
76242,48311
4318,46489
36462,50658
16518,47450
38274,49666
60213,49870
38491,49196
51442,50667
39626,51632
12254,45221
4825,50006
32309,49456
72489,47636
78997,47356
41689,47022
62174,46507
25871,50974
29247,43518
54134,45511
8619,51782
44485,48433
67834,50101
61142,46858
40975,52791
62066,43658
64197,46617
59916,52713
4342,52193
66791,48042
79301,52213
72774,47378
23772,53063
16880,45406
26143,51091
26587,43555
69773,51761
15935,44002
45936,49440
37547,45474
44494,48674
66945,51348
56105,52159
34814,51160
62668,52012
19885,52541
42406,51203
65883,45187
78504,50182
71254,51389
16071,47361
38684,48629
908,46485
71940,50479
16144,48503
72843,52291
15887,50800
79018,48133
28049,48018
48328,46006
8820,52836
5065,46888
17397,46389
4549,48898
77902,45289
67614,50472
64320,49095
4103,50046
42787,47468
63708,51534
36287,52159
39654,52781
26249,45860
28012,47295
64269,46913
37659,44486
48537,46449
15209,44728
32959,52634
44056,49595
9825,49081
18,46607
69943,51183
51493,52172
71609,50042
20399,46289
50103,47417
28324,43793
54148,47375
47084,52034
25196,52749
22163,46804
63275,51863
35557,45727
4613,52290
66275,43742
5138,49147
27881,44330
6830,50378
76200,53200
75743,52435
46665,45457
9673,48899
59590,51215
48609,49326
78421,52385
12836,52276
43248,48694
64263,43680
27421,51470
30567,44846
51073,45668
16907,50983
19630,52580
11931,44394
37106,43933
24299,51776
3506,44714
9564,44274
48482,45692
69682,49641
65608,43563
48368,45386
79740,48042
74045,52182
51731,50569
42962,48322
73245,47863
36784,51428
34342,51580
32977,43938
76510,46740
18205,43563
65808,49364
5319,44477
34707,45755
19693,48258
33510,49610
53204,47304
52905,44796
77012,43936
11443,48658
65956,46969
54779,47775
48447,44089
26633,44212
54548,48202
71656,52355
74821,51767
25460,48964
8821,50887
7891,47899
65160,45370
28336,52765
73208,52428
25764,44037
31195,46165
57489,53584
63854,44729
63916,50424
21245,47992
30101,45140
60997,49984
36286,44373
65691,47319
72727,50924
6405,46588
15630,48390
30683,53346
75150,46703
59197,49641
45299,43734
46205,51807
50848,49407
15106,47955
22910,52336
37454,46411
1653,48949
47891,47481
55752,44612
17926,44345
30430,44794
42052,45286
55123,52489
66933,50332
14056,44133
67018,49293
38589,52918
6969,50488
50013,50440
46585,46101
53561,44884
47133,48335
25406,52492
53323,45676
61959,52074
66767,46186
49789,45020
28256,46866
63628,52284
38487,48122
35673,49254
65014,52414
